,Unnamed: 0,utterance,emotion
2929,2929.0,kyu?,surprise
2930,2930.0,mrs. wariya ki bahu ne mrs. wariya ko angoor khilaye the,joy
2932,2932.0,plastic ke,joy
2933,2933.0,kya keh rhe h rosesh bhaiya,joy
2934,2934.0,for...for god sake tumdono ye gossip karna band karoge?,anger
2935,2935.0,are monisha tumhe pta hai sarita ne dinesh pe fir se shak kiya or usko divorce dene ki dhamki di hai,fear
2936,2936.0,aaj kya..international gossip day hai.. dad sarita aunty is our close friend kam se kam unke bare me to gossip mat kijiye,contempt
2938,2938.0,sahil kya thodi si gossip karu,neutral
2939,2939.0,kya btane wale hai ki dinesh uncle ka fir se kisi se affair hai?,contempt
2940,2940.0,"nahi na, es baar to dinesh ne koi affair hi nhi kiya, lekin ye sarita ka mizaz hi aisa hai ki wo shak karte rhti h ..",neutral
2941,2941.0,"that's so bad i tell you, ye aurate hmesa shak kyu krte rhti apne husbands pe.. sari aurate",anger
2943,2943.0,"i mean adam or eve, dono akele the dad, right? fir bhi mai daawe ae keh skta hu ki hundred percent eve ne adam pe shak kiya hoga",neutral
2944,2944.0,definetly.. kyu kya baat hai aaj oak leaf ki jgh mayble leaf lga kar kaha jaa rhe ho,contempt
2945,2945.0,"lekin meri mama kbhi shak nhi kar skti, hai na sahil bhai",joy
2946,2946.0,"are maya to shakki no.1 h, kbhi mai dudh pii bhi lu na to shak karti hai esne dudh kyu piya hoga, or pta hai usdin madhusudan bhai ne kisi or ki mobile se mujhe sms kiya to bhi shak, kiska no. hai ye?",contempt
2947,2947.0,madhu phupha ne aapko sms kiya?,joy
2948,2948.0,"haan, or sms me bhi hein likha huaa tha. jo  maine maya ko btaya ki 'h e i n' likha hai, tb jaakar maya ko ykeen hua ki ye sms madhusudan bhai ne bheja hai",neutral
2949,2949.0,"mama ne to aise hi puchha tha ,wo shakki nhi h otherwise",neutral
2950,2950.0,"o overwise, lgata hai shart teen lakh rupaye ki?",neutral
2951,2951.0,teen lakh rupaye?,surprise
2952,2952.0,"maan lijiye ki roshes ne mom ko es shart ke bare me sabkuchh bta diya, ab kya?",neutral
2953,2953.0,"hmmm...may jaan bujh  kar mujhpe shak nhi karegi, qki  use pta hoga ki use shak karwane ke liy mai natak jarur karunga",contempt
2954,2954.0,mtlb aap challenge haar jayenge?,neutral
2955,2955.0,"are nhi ..tu ek kaam kar ye mera naya mobile phone le or aadhi raat ko mujhe esse romantic sms bhejna..you know chaand ,taare, bhag bagiche,kuchh aisa bakwas",neutral
2956,2956.0,sorry dad lekin mai romantic bakwas nhi bhej skta,neutral
2957,2957.0,"ek min ek min, maya to ab jaan bujh kar mujhpe shak nhi karegi,meri lakh koshish karne ke bawjood bhi, lekin agar mai maya ko shak karwane ki koshish hi na karu to? la la phone mujhe de, mujhe de..qki ab mujhe na koi romantic msg aayega na phone aayega..yess",joy
2958,2958.0,good night darling,joy
2959,2959.0,good  night,joy
2960,2960.0,meri side table to full hai maya please mera mobile tumhari taraf rakh do,joy
2961,2961.0,sure,joy
2962,2962.0,"you are darling, good night",joy
2963,2963.0,"aadhi raat ko koi sms to nhi aayrga na, ya fir kisi girlfriend ka call...hahaha..i am just joking darling , mujhe tumpe pura bharosha hai.. ",joy
2964,2964.0,"i know sweety, esiliy to mera phone tumhari taraf rakh rha hu mai",joy
2965,2965.0,good night ,joy
2967,2967.0,abhi kisi ka sms ayega lekin mai react nhi kaungi,joy
2968,2968.0,maya light,neutral
2969,2969.0,"kya baat hai maya, tumhe neend nhi aa rhi",neutral
2970,2970.0,"haan, wo monisha ke haath ka utpam kha liya tha na.. bahut taklif ho rhi h",sadness
2971,2971.0,monisha ne utpam bnaya tha?,neutral
2972,2972.0,"haan, are wo brown si cheej rakhi huai thi na, jise dekh kar tumne kaha tha ..woww choclate cake..wo utpam tha",contempt
2973,2973.0,achha achha..good night,neutral
2974,2974.0,ye indravardhan mujhe jalane ki koshish kyu nhi kar rha,neutral
2975,2975.0,maya aaj soch soch ke mar jayegi mai use jalaane ki koshish kyu nhi kar rha..wah re waah indra...great buddy,joy
2976,2976.0,ye phone tumhi rakho,anger
2978,2978.0,signals phone agar bahut kareeb rakho to..signals se brain damage ho skta hai,fear
2979,2979.0,"ohho maya wo to tab jab ghadi ghadi phone aaye ya sms aaye..aadhi raat ko mujhe kaun phone karega , kaun sms bhejega",joy
2980,2980.0,right..koi kyu nhi bhej rha..jhooth mooth ka sms taki mai use ignore karke so jaau,anger
2981,2981.0,tum mann me kucch boli na?,neutral
2982,2982.0,nhii,neutral
2984,2984.0,mai soch rhi thi hmari life kitni dull or monotonous ho gyi hai na..almost predictible,contempt
2985,2985.0,ye to hai,neutral
2986,2986.0,aisi koi baat bhi nhi jo hm ek dusre ke bare me na jante ho ya jo hmne ek dusre se chhupayi ho,neutral
2987,2987.0,wo to hai,neutral
2988,2988.0,koi aisa secret bhi nhi jiski wjh se jhagda ya misunderstanding ho,neutral
2990,2990.0," kya wo to hai , wo to hai..tum apna response nhi badal skte, how can be you so dull..",anger
2991,2991.0,beacuse i m dull..this is typical post middle it syndrome..waise,neutral
2992,2992.0,waise kya? bolo shak karwane ki koshish karo..ki mai shak na karke tumhe pareshan kar saku...haan bolo na kya?,joy
2993,2993.0,tuesday kal hai na?,neutral
2995,2995.0,tum roshesh ke saath kal nashik jaa rhi ho na?,neutral
2996,2996.0,yess yess..now it's getting better..haan..waha anaath bachho ka school inaugration karne jaa rhi hu,joy
2997,2997.0,yani to kal se sara ghar khali hoga?,neutral
2998,2998.0,"haan, ab aaya finally line pe..kyu dosto ko bula kar party  karne ka irada hai kya?",neutral
2999,2999.0,nhi..mai chalu tumhare saath nashik,joy
3000,3000.0,nashik,surprise
3001,3001.0,nhi nhi..mai sahil ke ghar chala jaunga..ye khali khali ghar mujhe katne ko daudta hai..hum teeno waha baith kar scalpel khelenge..its decided and done..good night,joy
3002,3002.0,bloody hell good night kuchh gadbad hai..indravardhan kuchh jyada hi cool hai..khush kyu hai itna..something is very odd,neutral
3003,3003.0,dhanya hai aap..ek number ke chalaak hai aap..you are devil,joy
3004,3004.0,raat bhar tadapti rhi ki abhi indu ka mobile bjega or mai bina shak kiye mobile indu ko dungi..or chain se so jaungi..lekin mobile baja hi nhi...achha ab mera plan suno ..maya mujhe mere bedroom me kisi adki ke saath payegi,joy
3005,3005.0,"what? kaun,kise?",surprise
3006,3006.0,sun na..monisha kisi natak company ke actress ko doondhne gyi  hai..aage suno mai or ye actress room me baith kar romantic baate kar rhe honge or maya...,joy
3007,3007.0,daddy jee,joy
3008,3008.0,aa gyi.. aa gyi,joy
3009,3009.0,aaiye..daddy jee ye hai prabhavati behan,joy
3010,3010.0,namaste,joy
3011,3011.0,are yahi hai wo actress. daddy jee.hmare mandir dress ke ramleela me kaam karti hai ye..haaan,joy
3012,3012.0,"haan, mai manthra ka role karti hu..kabhi kabhi to mai kumbhkaran ka bhi role kar leti hu....ek baar to sugriv ka bhi role kiya tha",joy
3013,3013.0,waah monisha waah,contempt
3014,3014.0,"daddy jee , aap bhi na",joy
3015,3015.0,boliye aapke liye mujhe natak me kya karna hoga,neutral
3016,3016.0,are aap baithiye na..baithiye na..please,joy
3017,3017.0,aaiye ,joy
3018,3018.0,waise to mai koi sa bhi role kar skti hu..gaana bhi bahut acha gaati hu sunau?,neutral
3019,3019.0,"haan, haan sunaiye na..gaana suniye",joy
3020,3020.0,"dil ke armaan aashuo me beh gye, hm nasha karke bhi barma reh gye..dil ke armaa aashuon me beh gye..",sadness
3021,3021.0,waah..waah maa jee waah..dad aap enke saath koi musical natak kijiye wo dekh kar jo mom ko shock lgega na..,contempt
3022,3022.0,tu chup kar..or monisha ko ground floor bhej,anger
3023,3023.0,ground floor,surprise
3024,3024.0,haan..balcony se direct neeche..maa jee halanki aapki aawaz me bahut dard hai lekin es role ke liy aap zara si chhoti padengi,neutral
3025,3025.0,haan to mai buddhi ka makeup karwa lungi badi dikhne ke liye..esme kaun si badi baaat hai,joy
3026,3026.0,haan,joy
3027,3027.0,"ek min..maa jee kya hai na hmare natak me ek bhi stri patra nhi h,sare ldke hai",anger
3028,3028.0,"to esme kya badi baat hai, mai ladka ban jaungi..mere paas pant shirt to hai.muchhe aapki de dena",neutral
3029,3029.0,what are you saying?,surprise
3030,3030.0,"yes mom, roshesh or dad ke beech ek challenge lagi hai..lekin dad ko pura confidence hai ki roshesh aapko sab bta dega",neutral
3032,3032.0,kya roshes ne aapko kuchh btaya?,neutral
3033,3033.0,"nhi to bataya to nhi..yunhi kaha..by the way just casually,generally just like that",joy
3034,3034.0,"yaa understand, eska mtlb dad ki planning shi hai",neutral
3035,3035.0,plannig?,surprise
3036,3036.0,haan aapko us challenge ke bare me sab pta hai to zahir hai aap shak to nhi karengi,neutral
3037,3037.0,haan you know just for fun..roshesh ko jitane ke liye..you know,joy
3038,3038.0,haan..or dad chahte bhi yhi hai ki aap unpe shak na kare taki,neutral
3039,3039.0,taki..taki kya,surprise
3040,3040.0,well mom aaj dopehar ko dad sunvilla ke coffee shop me kisi lady ke saath baithe the,neutral
3041,3041.0,so?,fear
3042,3042.0,wo bahut hi khubsurat or attractive thi mom,neutral
3043,3043.0,haan to indu or wo friend ho skte hai..dono aise hi baith ke gappe maar rehe honge,joy
3044,3044.0,rote rote?,neutral
3045,3045.0,wo ro rhi thi,surprise
3046,3046.0,dono ro rhe the..or fir dad ne us lady ka haath pakad kar ye bhi kaha ki mujhe or thoda waqt do..yashodha,sadness
3047,3047.0,yasodha? are yasodha..indu ki buaa yasodha fuai,joy
3048,3048.0,low cut  silk gown pairo me six inch stilletos pehan kar cigratte peeti hai? yasodha fuai?,neutral
3049,3049.0,na..nahi infact wo to mar bhi chuki hai..are tumne undono ko confront kyu nhi kiya sahil?,fear
3050,3050.0,mom mere colleagues the mere saath or mujhe waha pe ek scene nhi karna tha,anger
3051,3051.0,is a rat..your dad is a rat,anger
3052,3052.0,"mom,roshesh ne aapko es challenge ke bare me batana hi nhi chahiye the..to kya hota aapki jo senses hai wo turant dad ko pakad leti",neutral
3053,3053.0,roshesh is an idiot,disgust
3054,3054.0,ye to mai kbse samjha raha hu aapko,neutral
3055,3055.0,"to mai aaj qubool karti hu ,,roshesh is a certified idiot..roshesh",anger
3056,3056.0,"hhahaha,waah dad",joy
3057,3057.0,ya hoopay..ho gyi puri,joy
3058,3058.0,roshesh  ,anger
3059,3059.0,momma suniye,joy
3060,3060.0,"tum meri baat suno, you are an idiot roshesh",anger
3061,3061.0,certified idiot,neutral
3062,3062.0,"right, a certified idiot, you know agr tum ldki hote to mai tumhe monisha bulati",disgust
3063,3063.0,kya huaa mumma,sadness
3064,3064.0,oo mom control,neutral
3065,3065.0,"pata hai indravardhan ne tumhe bewkoof bnaya hai,ye challenge ka bahana bna kar you know what indravardhan..",anger
3066,3066.0,maya..tum or roshesh kal pakka jaa rhe ho na nashik,neutral
3067,3067.0,kyu..khali ghar ka fayeda uthana chahte ho..rngraliya manaoge?,contempt
3068,3068.0,are nhi..maya tum mujhpe shak kar rhi ho?,neutral
3069,3069.0,"nhi nhi,momma aappe shak nhi kar rhi hai. momma to keh rhi hai aap party karo apne friends ko bulao, boys boys,hi na momma?",fear
3070,3070.0,actually mai bhi kuchh aisa hi soch rha tha,joy
3071,3071.0,aaak,neutral
3073,3073.0,aapka phone,neutral
3074,3074.0,ahha haan yasodha bolo.haan haan bolo bolo,neutral
3075,3075.0,yasodha..hotel hotel,neutral
3076,3076.0,btata hu na baad me bye bye,neutral
3077,3077.0,ye ..eeee kaun hai?,anger
3078,3078.0,ye.. yashvant ..maya apna yashvant,joy
3079,3079.0,mera koi yashvant nhi h,anger
3080,3080.0,are..maya tum mujhpe shak kar rhi ho,surprise
3081,3081.0,nhi nhi..momma aappe shak nhi kar rhi ..momma to yaad karne ki koshish kar rhi hai..yashvant..,fear
3082,3082.0,just shut up..and you indravardhan,anger
3083,3083.0,dad..aapka phone,neutral
3084,3084.0,haa..ohh yashvant..haa yashvantare yaar ruk jaao abhi btata hu do min me.. maya yaar please btao na kal tum dono pakka jaa rhe ho na,neutral
3085,3085.0,yess yess..now it's getting better..haan..waha anaath bachho ka school inaugration karne jaa rhi hu,neutral
3086,3086.0,yashvant the party is on,joy
3087,3087.0,you are the limit monisha. aaj to tum middle class-yat ki haad paar kar di hai.,anger
3088,3088.0,"mummyji, ye to aapne pichle hapte bhi bola tha",neutral
3089,3089.0,"really! in which case, congratulations beta! apne khud ki banaya huya record khud hi tod diya hain.",contempt
3090,3090.0,bah bah congratulations. lekin batao to sahi inhe kiya kya?,joy
3091,3091.0,galti meri hi thi. mujhe nehi le jana chaiye isse auction mein lakshmibai khanna ke wahan.,anger
3092,3092.0,kyu kya hua? aue ye wo lakshmi bai khanna jiske pati wo naukrani se nange saat pakda gaya tha?,neutral
3093,3093.0,nahi! naukrani ke saat to dolly khanna ka pati pafda gaya tha.,neutral
3094,3094.0,accha to fhir ye lakshmibai khanna kaun hai?,neutral
3095,3095.0,lakshmibai khnaa. naukrani. ab to wo hi mrs khanna hain! par the point is that monisha ko le ja kar maine bohot badi galti ki.,anger
3096,3096.0,"monisha, tum lakshmibai se sayad ye to nahi puch liya ki tum shaadi ke baad husband se kitna pakad leti ho?",neutral
3097,3097.0,nahi daddyji. maine srif mummyji ko ek poucha khareedne se roka.,neutral
3098,3098.0,poncha! what do you mean pouncha? wo ek purana kurta tha monisha.,contempt
3099,3099.0,ab purana kurta se kya karte hain aap hi batayein daddy.,neutral
3100,3100.0,poncha hi bana dena naturally!,joy
3101,3101.0,wo sahil ka kurta nahi tha indravardhan. dilip kumar ka tha!,neutral
3102,3102.0,purana wala. purana wala khanna bhabi ne naukrani ko bech diya hoga tab unke..,neutral
3103,3103.0,monisha. legendary filmstars apne purana kurta bartanwaali ko nahi beechte.,anger
3104,3104.0,to phir kya karte hain?,neutral
3105,3105.0,ye kurta dilip kumar ne devdas ne pehena tha indravardhan. wo kuta memorablia tha. it was priceless. savita ne kaha 5000 maine kaha 10000 sarupa ne kaha 15000 aur mein 20000 bolne hi wali thi tab ye ne tab ye boli nahi mummyji isme to cheed hain. defective hain.,contempt
3106,3106.0,"naturally, cheed wala kurta kaun pehenega? main to nahi pehanta.",neutral
3107,3107.0,aur dad upar se wo maila bhi tha.,neutral
3108,3108.0,pani ke nal pe laptke filter mein use bhi nahi kar sakte.,neutral
3109,3109.0,main wo kurte ko rosewood frame pe lagakar deewar pe sajane waali thi.,sadness
3110,3110.0,arey wah. jab mein sahil ka kurta deewar pe latkati hoon tab mummyji ne muje taana marti hain.,neutral
3111,3111.0,hypocrite,contempt
3112,3112.0,"you keep…aur monisha by the way, sahil…...you know what? i give up. absolutely! you can jolly wel wallow in your middle-classiyat. agar tum saari zindagi middle class rehena cahati ho to who am i to object!",anger
3113,3113.0,tumhara phone baaj raha hain.,neutral
3114,3114.0,hello! hann….oh! oh! kya! daddyji mere jaspal mama ne apne saare jaizaad mere naam mein kar di hain!,joy
3115,3115.0,accha kyu?,joy
3116,3116.0,mar gaye! mere jaspal mama mar gaye!,sadness
3117,3117.0,monisha monisha…rona bandh karo. paani piyo.,neutral
3118,3118.0,mere jaspal mama guzar gaye sahil.,sadness
3119,3119.0,wo 85 saal ke the!,neutral
3120,3120.0,mere america waale jaspal mama guzar gaye sahil.,sadness
3121,3121.0,america wale mama guzar gaye isiliye ro rahi hain bhabhi?,neutral
3122,3122.0,haan imported the na wo!,contempt
3123,3123.0,hoo so funny momma!,joy
3124,3124.0,are cinderella ki soteli beheno kuch to riyaaz karo. iske mama guzar gaye hain.,neutral
3125,3125.0,pichle 20 saal mein monisha ne baat tak nahi ki onse.,neutral
3126,3126.0,to 20 saal ka ek saat mein ro rahi hoon na mummyji!,sadness
3127,3127.0,really! rone mein bhi wasooli!,contempt
3128,3128.0,look here look here look here monisha. tuhaare jaspal mama jahan ka hi honge na wo khush honge!,neutral
3129,3129.0,wo guzar gaye hain sahil bhai,neutral
3130,3130.0,wo mein unka swarg jaane ka hi bol raha tha. goa ya mouritius jaane ki nahi!,anger
3131,3131.0,monisha jo hua wo hua. hone ko kaun tal sakte hain,neutral
3132,3132.0,"o indravardhan, ye honi ko kaun taal sakta hain is too cliched.",contempt
3133,3133.0,accha? monisha jo hua so hua ab blue label scotch ko kaun taal sakta hain. ye thik hain?,neutral
3134,3134.0,very funny,neutral
3135,3135.0,"pata hain mummyji, main aj tak unse milne las vegas nahi jaa payi.",sadness
3136,3136.0,vegas!,contempt
3137,3137.0,nahi mummyji. wo las vegas mein reheti thi. wahi par to taxi chala chalake wo crorepati bane the,sadness
3138,3138.0,taxi chal;ake crorepati? o day night chalate hoonge na fast fast,neutral
3139,3139.0,roshesh wo ne wahan ke casino mein wo paisa jeeta tha.,neutral
3140,3140.0,haan patiala mein bhi wo hameshsa juye mein jiitte the. ek baar to usse adhe game chorke jaana pada nahi to wo 10000 rupayee jeet jate.,sadness
3141,3141.0,unko adhi game chorke jaana kyu pada?,neutral
3142,3142.0,unki shaadi ho rahi thi. aur fir pharo ka samay ho gaya tha. patha hain bacpan mein main roz unke mooche kheencha karti thi. aur unke pet main tabla bajati thi.,sadness
3143,3143.0,how sweet,joy
3144,3144.0,what!,neutral
3145,3145.0,how gross!,disgust
3146,3146.0,"mere pyaaare jaspal mama! bas ek hi burayi thi usme. juye ke paiso se humesha puurani cheeze khareedti thi. painting shainting, picaso ficasso, davinci favinchi eisa",sadness
3147,3147.0,da vinci matlab you mean leonardo da vinci?,surprise
3148,3148.0,"nahi nahi mummyji, da vinci. leonardo to da caprio tha wo titanic wala",sadness
3149,3149.0,iska matlab hain monisha ki jaspal mama ne kuch puurane cheezein hi chod diye honge tumhaare liye!,neutral
3150,3150.0,padho padho,neutral
3151,3151.0,"ho rude sahil bhai. bhabhi ka naam likha hain, personal hain, saabke samne kaise pad sakte hain bhai!",neutral
3152,3152.0,shhh… monisha ke life mein zyaada kuch personal nahi hain…hain na beta. dekho na wo aapne bedsheet saare duniya ko dikhaane ke liye balcony mein sukhaate hain. apne mobile mein zor zor se baatein karti hain. sahil ka diya huya valentines day card bhaaji waale ko dikha diya,contempt
3153,3153.0,"ooh…anti monisha, mujhe samaj nahi aata hain iske buraiyon ka list tum jama kaise rakhti ho! arey bhai tu padh na!",anger
3154,3154.0,okay late mr jaspal singh and heir,neutral
3155,3155.0,hair? jaspal mama ka to bohot baal the sahil.,sadness
3156,3156.0,"aha monisha…hair nahi, heir…the h is silent",contempt
3157,3157.0,ye bakwas language hain istemaal nahi karte hain to likhte kyu hain nahi pata!,contempt
3158,3158.0,bekaar mein ek alphabet waste,sadness
3159,3159.0,isme bhi bachat monisha,contempt
3160,3160.0,sorry will aage hain unfortunately. padhu ya….okay the entire possession of late mr jaspal singh has been bestowed upon mrs monisha sarabhai please check entire list,neutral
3161,3161.0,arey ye…isme kuuch tasveerein hain mamaji ki ghar ki,neutral
3162,3162.0,arey ye sab jaspal mama ki ghar ki sman ke photo hain. kabaari ke dene layak….beech dena hain aise hi,neutral
3163,3163.0,"beech monisha, these are antiques!",contempt
3164,3164.0,"mom, jaspal mama ke taste bohot classy thi!",neutral
3165,3165.0,"haan, are you sure ki ye tumhaare mama hain monisha?",contempt
3167,3167.0,i mean look at this. this is a genuine 18th century canopy! what…aur ye dekho ming vases! this is jaspal mama with a saxophone,joy
3168,3168.0,waise jaspal mama ka chaal chalan bohot accha tha,neutral
3169,3169.0,saxophone is a musical instrument like…trumpet,neutral
3170,3170.0,ye picasso ka paintaing the headless hero…aur ye king edward ki statue dekhiye,joy
3171,3171.0,arey wah wah wah….monisha tum to crorepati ho gayi!,joy
3172,3172.0,mein crorepati!,joy
3173,3173.0,hiii ranjana come in come in,joy
3174,3174.0,hello maya,joy
3175,3175.0,sahil ye hain ranjana. i'm so sorry monisha ghar ki cheezo ka exhibition plan kiya hain,neutral
3176,3176.0,maya i can't belive it! monisha apna saara jayezaad donate kar raha hain?,joy
3177,3177.0,maya srif 5 lakh,neutral
3178,3178.0,bohot bada dil hain monisha ka.,joy
3179,3179.0,"sahil, dekho na iss pen ka dhakkan nahi mil raha hain",neutral
3180,3180.0,its okay.,neutral
3181,3181.0,kya okay? ink sukh gaye to 4.5 rupayee paani mein jayeenge,fear
3182,3182.0,"monisha ye hain ranjana acherkar, chilkdren's welfare society ki president",joy
3183,3183.0,monisha tumhe aapne mama ka saare property donate kar rahi ho?,joy
3184,3184.0,"maine soocha ki bechaare baccho ki thodi bohot madat ho jayegi, hain na daddyji. waisa isme koi scheme teme chal raha hain kya?",joy
3185,3185.0,scheme?,neutral
3186,3186.0,matlab ye bol raha hain ki wo scheme teme jahan wo koi filmstar ke saath dinner,joy
3187,3187.0,ya phir saalbhar ke liya kuuch cola aisa kuch,joy
3188,3188.0,well wo hum aapko humaare society ka life patron bana deenge,joy
3189,3189.0,matlab aap mujhe ek flat deengi free mein apne housing society mein?,joy
3190,3190.0,shell…welfare society ka patron banayenge,neutral
3191,3191.0,"haan har function pe aap dias par hoogi, speech degi",joy
3192,3192.0,wonderful! mike ka kharcha bhi baach jayyga.,contempt
3193,3193.0,ye lijiye paper aur mera letter,neutral
3194,3194.0,"i'll read it out for you, main monisha sahil sarabhai aapne jaspal mama se mila saari jayeezad children's housing cooperative society se….ye cancel kar dete hain…ye lijiye",neutral
3195,3195.0,aur maya tumhaare 5 lakh,neutral
3196,3196.0,de rahi hoon indravardhan aur ye raha mera 5 lakh ka cheque.,joy
3197,3197.0,aur ye raha humara monisha ki jayezaad ka papers 1024 dollars ki ya fir 45 hazaar jaisa.,neutral
3198,3198.0,"hazar 24 dollar? to wo objects, paintings?",surprise
3199,3199.0,wo to srif tasviire thi. jaspal mama ne saare laiabilities chuukane ke liye wo paheli hi beech di thi. haan uska ye balance sheet bhi hain ye dekho ye raha.,neutral
3200,3200.0,aur ye baat tumhe pehele se maloom thi indravardhan?,contempt
3201,3201.0,"haan maloom tha lekin monisha ko maloom nahi tha fir bhi usne uske saare jayezaad donate kar di, jitni bhi thi",joy
3202,3202.0,i'm proud of you!,joy
3203,3203.0,"and maya, i'm proud of you tumne jo 5 laakh ka cheque donate kar diya.",neutral
3204,3204.0,hi ranjana auntie,joy
3205,3205.0,ab to wo srif 1024 dollars donate kiye hain to patron banane ka to koi sawaal hi nahi uthta,neutral
3206,3206.0,no no no no…a promise is a promise. monisha agle sunday charity auction hain coctails ke saath. zaroor ana.,joy
3207,3207.0,ayungi mujhe na apne jaspal mama ko shraddhanjali dene ka man kar raha hain. main stage par se de sakti hoon?,joy
3209,3209.0,thik hain rosesh bhaiya padke sunaiye,joy
3210,3210.0,rosesh,surprise
3211,3211.0,"wo monisha bhabhi ne jaha to maine. suniye ha suniye. jaspal mama ne apne saaso se kaha ruk ruk ruk ruk ruk ruk ruk mujhe lene aayen hain yamdoot, look look look look look look look main mar jaayon to ghar mein sada khana cook cook cook cook cook cook cook",neutral
3212,3212.0,aage kya hain,neutral
3213,3213.0,chooli ke peeche kya hain puk puk puk puk puk puk puk aur kya?,contempt
3214,3214.0,"arey surprise hain, 42 lines ki chooti si poem.",joy
3215,3215.0,see all of you at the function,fear
3216,3216.0,count me out,fear
3217,3217.0,ye lijiye. vada paw.,neutral
3218,3218.0,arey itne saare vada paw!,neutral
3219,3219.0,haan ab to mein crorepati hoon. sahil haan wo saare cheez beech deyenge aur us se humme dher saare paison milenge. nayi?,joy
3220,3220.0,humme paison ki kya zaroorat hain?,neutral
3221,3221.0,arey itne saare vada paw jo khareedna hain!,neutral
3222,3222.0,"ek minute…monisha, wo jo paintings hain na picasso ka wo status symbol hain",neutral
3223,3223.0,wo painting bakwaas hain sahil,contempt
3224,3224.0,boliye,neutral
3225,3225.0,"haan! wo coffee color ki hain, wo monisha ka red color ki curtains ke saath kaise match karenge?",neutral
3226,3226.0,monisha mein tume wo paintings bechne nahi dunga,anger
3228,3228.0,thik hain lekin kam se kam kissi paintain ki dukaan mein jaake exchamge to kar sakte hain,joy
3229,3229.0,exchange ?,surprise
3230,3230.0,haan hum dukkandar se kahenge ki aise hi paintaing kissi aur color mein hain kya?,joy
3231,3231.0,picasso ki paintain hain monisha. chappal nahi hain ki teen color mein bikegi,contempt
3232,3232.0,"dekho bete, wo jo picasso ki paintain hain na, wo humaare mf hussain ne banayi hain",neutral
3233,3233.0,monisha you are a millionaire now. so behave like one.,anger
3234,3234.0,good morning mother in law touch your feet.,joy
3235,3235.0,touch your feet?,neutral
3236,3236.0,paire podna,contempt
3237,3237.0,say hello to tommy the dog,joy
3238,3238.0,tumne iss kutte ka naam tommy the dog rakha?,contempt
3239,3239.0,"haan kyuki srif tommy rakhne se kitna middle class lagta hain na! aur waise bhi ye to big budget kutta hain aur ajkal to fashion hain mother in law ki big budget filmon ke title ke neeche tagline - haramzaada the rasle, mein tera khoon pee jayoongi - the thirsty, khooni sasuma - the monster",contempt
3240,3240.0,i get the point monisha. to tumhe tommy the dog jaise aapne naam ke saath bhi koi tagline nahi jori,contempt
3241,3241.0,monisha! the darling!,joy
3242,3242.0,bolo sahil the handsome!,joy
3243,3243.0,hello mom the ma. where is goldchain?,neutral
3244,3244.0,"hey servent the naukar, give goldchain to owner",neutral
3245,3245.0,let's go to hotel come on!,neutral
3246,3246.0,today is a party in a hotel!,joy
3247,3247.0,clause number 13 tum ghar jamai hargiz nahi banoge,anger
3248,3248.0,manzur hai,neutral
3249,3249.0,tumhe koi ladki se pyar ho toh bhi,anger
3251,3251.0,ladki bohot khubsurat ho ek lauti ho 500 crore ki waris ho to tum use moma keh k bulaoge aur uski shadi mujhe kar doge ,anger
3252,3252.0,moma apne aise hi shart likhwai hai,neutral
3253,3253.0,tum apne dad ko nahi jante haan? akal ko bhi wo yuyu ko waha chor k aye ho? ,anger
3254,3254.0,toh phir? monisha jaisi bewakufi k sawal kyu puch rahe ho? aage padho na,anger
3255,3255.0,"main padhta hoon. us ladki se hi shadi karoge jo ghar k saare members ko pasand ayegi. mujhe matlab mom ko, tumko, tumhare dad ko, tumhe khud ko, aur sahil ko aur monisha ko bhi",neutral
3256,3256.0,sahil maine ,neutral
3257,3257.0,hum me se kisi ek ne bhi kaha ki ladki thik nahi hai toh tum us ladki se shadi nahi karoge,neutral
3259,3259.0,shadi ke baad tum surname change nahi karoge. ye kya shart ai mom?,neutral
3260,3260.0,ye yuyu se shadi karne k baad rosesh sarabhai se rosesh khilawala banne wala tha,anger
3262,3262.0,haan wo yuyu ki mom ne kaha ki agar tum surname change kar loge toh tumhe special facilities bhi milenge ,neutral
3263,3263.0,special facilities kya hai wo sunao ,anger
3264,3264.0,"garam pani se nahana, shaam ki chai k saath cornflke khana, aur diwali mein shirt pehenna ",neutral
3265,3265.0,aur tu ye sare sharte manne ko tayyar tha?,anger
3266,3266.0,bilkul nahi maine saaf mana kar diya tha main surname change nahi karunga phir unhone kaha ki hum sunday ki chhutti denge tab maine ok kaha ,neutral
3267,3267.0,sahil mai isko juta nikalke maaru ,anger
3268,3268.0,please please maro ,anger
3269,3269.0,ek minute abhi nahi ,neutral
3270,3270.0,pagal ho tum koi is tarah se pyar me bhatak sakta hai ,anger
3271,3271.0,kyu nahi bhatak sakta hai mammiji mere jo tau the na harbhajan tau ,neutral
3272,3272.0,kaun harbhajan tau,neutral
3273,3273.0,are wahi jo kaan baalo ki choti banate the ,neutral
3274,3274.0,tumhare harbhajan tau kaan k baalo ki chot banate the?,disgust
3275,3275.0,haan maya aur sunday k do ribbon bhi baandhte the usme ,contempt
3276,3276.0,hatt sirf rubber band aur wo bhi kaale rang ka wo kyuki na daddyji ,neutral
3277,3277.0,monisha tumhare us harbhajan tau ka aur rosesh ka kya sambandh hai uspe jaldi aao ,neutral
